index,shape-type,vertex-index,axis-0,axis-1
0,polygon,0,279.5355901908204,740.5542932801164
0,polygon,1,263.0395482552567,1078.2379752551856
0,polygon,2,3041.5380420461493,1080.6007290787775
0,polygon,3,3043.548852636497,727.2065538082635
1,rectangle,0,2961.625203668944,820.1009994953192
1,rectangle,1,2961.625203668944,828.6158210319194
1,rectangle,2,2970.140025205544,828.6158210319194
1,rectangle,3,2970.140025205544,820.1009994953192
