index,shape-type,vertex-index,axis-0,axis-1
0,polygon,0,264.1297602096354,1119.8227161570528
0,polygon,1,269.71468020037753,1451.714469671188
0,polygon,2,3055.18190751962,1454.6288467300185
0,polygon,3,3046.773425125957,1099.38714456648
